O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
13-1199.05	1.B.1.i	Third Interest High-Point	IH	6.00	11/2023	Machine Learning
13-1199.06	1.B.1.a	Realistic	OI	2.42	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.b	Investigative	OI	1.61	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.c	Artistic	OI	1.88	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.d	Social	OI	2.32	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.e	Enterprising	OI	5.78	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.f	Conventional	OI	5.97	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-1199.06	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.a	Realistic	OI	3.86	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.b	Investigative	OI	5.09	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.c	Artistic	OI	1.68	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.d	Social	OI	1.96	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.e	Enterprising	OI	3.73	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.f	Conventional	OI	5.68	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-1199.07	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.a	Realistic	OI	1.14	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.b	Investigative	OI	3.57	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.c	Artistic	OI	1.08	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.d	Social	OI	2.13	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.e	Enterprising	OI	3.87	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.f	Conventional	OI	7.00	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2011.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.a	Realistic	OI	3.59	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.b	Investigative	OI	2.57	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.c	Artistic	OI	2.09	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.d	Social	OI	1.68	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.e	Enterprising	OI	4.65	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.f	Conventional	OI	6.00	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2022.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.a	Realistic	OI	2.70	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.b	Investigative	OI	2.85	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.c	Artistic	OI	1.61	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.d	Social	OI	2.63	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.e	Enterprising	OI	4.87	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.f	Conventional	OI	5.81	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2023.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.a	Realistic	OI	1.00	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.b	Investigative	OI	3.72	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.c	Artistic	OI	1.58	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.d	Social	OI	2.25	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.e	Enterprising	OI	4.91	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.f	Conventional	OI	7.00	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2031.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.a	Realistic	OI	1.00	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.b	Investigative	OI	3.79	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.d	Social	OI	2.41	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.e	Enterprising	OI	4.55	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.f	Conventional	OI	6.85	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2041.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2051.00	1.B.1.a	Realistic	OI	1.00	11/2023	Machine Learning
13-2051.00	1.B.1.b	Investigative	OI	5.06	11/2023	Machine Learning
13-2051.00	1.B.1.c	Artistic	OI	1.78	11/2023	Machine Learning
13-2051.00	1.B.1.d	Social	OI	2.25	11/2023	Machine Learning
13-2051.00	1.B.1.e	Enterprising	OI	5.09	11/2023	Machine Learning
13-2051.00	1.B.1.f	Conventional	OI	5.54	11/2023	Machine Learning
13-2051.00	1.B.1.g	First Interest High-Point	IH	6.00	11/2023	Machine Learning
13-2051.00	1.B.1.h	Second Interest High-Point	IH	5.00	11/2023	Machine Learning
13-2051.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
13-2052.00	1.B.1.a	Realistic	OI	1.00	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.b	Investigative	OI	3.27	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.c	Artistic	OI	1.69	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.d	Social	OI	4.07	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.e	Enterprising	OI	5.85	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.f	Conventional	OI	5.61	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.g	First Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2052.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.a	Realistic	OI	1.72	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.b	Investigative	OI	3.64	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.d	Social	OI	2.84	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.e	Enterprising	OI	4.50	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.f	Conventional	OI	6.16	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2053.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.a	Realistic	OI	1.67	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.b	Investigative	OI	4.96	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.c	Artistic	OI	1.31	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.d	Social	OI	2.48	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.e	Enterprising	OI	4.92	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.f	Conventional	OI	5.36	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2054.00	1.B.1.i	Third Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.a	Realistic	OI	1.34	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.b	Investigative	OI	3.60	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.d	Social	OI	2.50	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.e	Enterprising	OI	4.63	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.f	Conventional	OI	6.40	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2061.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.a	Realistic	OI	1.00	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.b	Investigative	OI	2.65	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.c	Artistic	OI	1.80	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.d	Social	OI	4.89	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.e	Enterprising	OI	4.73	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.f	Conventional	OI	5.35	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
13-2071.00	1.B.1.i	Third Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.a	Realistic	OI	1.43	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.b	Investigative	OI	2.32	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.d	Social	OI	3.65	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.e	Enterprising	OI	4.98	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.f	Conventional	OI	6.08	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2072.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.a	Realistic	OI	1.21	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.b	Investigative	OI	2.47	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.d	Social	OI	3.15	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.e	Enterprising	OI	4.38	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.f	Conventional	OI	6.85	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2081.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.a	Realistic	OI	2.17	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.b	Investigative	OI	2.38	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.d	Social	OI	2.26	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.e	Enterprising	OI	3.38	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.f	Conventional	OI	6.79	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.h	Second Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
13-2082.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.a	Realistic	OI	1.63	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.b	Investigative	OI	6.67	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.c	Artistic	OI	1.85	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.d	Social	OI	1.58	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.e	Enterprising	OI	3.45	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.f	Conventional	OI	5.79	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2099.01	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.a	Realistic	OI	2.01	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.b	Investigative	OI	4.67	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.c	Artistic	OI	1.22	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.d	Social	OI	1.95	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.e	Enterprising	OI	4.57	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.f	Conventional	OI	5.62	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
13-2099.04	1.B.1.i	Third Interest High-Point	IH	5.00	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.a	Realistic	OI	3.27	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.b	Investigative	OI	6.39	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.c	Artistic	OI	1.98	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.d	Social	OI	1.91	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.e	Enterprising	OI	2.23	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.f	Conventional	OI	5.93	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1211.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.a	Realistic	OI	2.84	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.b	Investigative	OI	6.29	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.c	Artistic	OI	1.99	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.d	Social	OI	4.52	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.e	Enterprising	OI	2.08	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.f	Conventional	OI	4.71	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1211.01	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.a	Realistic	OI	3.56	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.b	Investigative	OI	5.40	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.c	Artistic	OI	1.34	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.d	Social	OI	2.11	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.e	Enterprising	OI	2.85	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.f	Conventional	OI	6.08	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1212.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.a	Realistic	OI	3.74	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.b	Investigative	OI	7.00	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.c	Artistic	OI	2.95	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.d	Social	OI	2.00	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.e	Enterprising	OI	2.49	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.f	Conventional	OI	4.80	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1221.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.a	Realistic	OI	4.38	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.b	Investigative	OI	4.61	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.d	Social	OI	2.28	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.e	Enterprising	OI	2.64	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.f	Conventional	OI	5.45	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1231.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.a	Realistic	OI	4.13	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.b	Investigative	OI	3.77	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.d	Social	OI	3.31	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.e	Enterprising	OI	2.36	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.f	Conventional	OI	6.02	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1232.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.a	Realistic	OI	4.04	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.b	Investigative	OI	5.28	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.c	Artistic	OI	2.25	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.d	Social	OI	2.17	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.e	Enterprising	OI	3.20	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.f	Conventional	OI	5.06	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1241.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.a	Realistic	OI	4.54	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.b	Investigative	OI	4.29	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.c	Artistic	OI	1.90	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.d	Social	OI	2.31	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.e	Enterprising	OI	3.07	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.f	Conventional	OI	4.95	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1241.01	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.a	Realistic	OI	2.83	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.b	Investigative	OI	4.83	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.c	Artistic	OI	1.20	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.d	Social	OI	2.29	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.e	Enterprising	OI	2.94	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.f	Conventional	OI	6.61	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1242.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.a	Realistic	OI	2.63	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.b	Investigative	OI	5.63	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.c	Artistic	OI	2.16	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.d	Social	OI	1.91	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.e	Enterprising	OI	2.68	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.f	Conventional	OI	6.12	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1243.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.a	Realistic	OI	2.93	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.b	Investigative	OI	4.79	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.c	Artistic	OI	1.62	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.d	Social	OI	2.03	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.e	Enterprising	OI	3.05	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.f	Conventional	OI	6.38	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1243.01	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.a	Realistic	OI	4.19	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.b	Investigative	OI	4.04	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.d	Social	OI	2.22	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.e	Enterprising	OI	3.46	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.f	Conventional	OI	6.18	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1244.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.a	Realistic	OI	3.37	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.b	Investigative	OI	5.10	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.c	Artistic	OI	2.51	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.d	Social	OI	1.98	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.e	Enterprising	OI	2.09	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.f	Conventional	OI	5.92	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1251.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.a	Realistic	OI	3.61	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.b	Investigative	OI	6.05	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.c	Artistic	OI	2.37	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.d	Social	OI	1.81	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.e	Enterprising	OI	1.87	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.f	Conventional	OI	5.62	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1252.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.a	Realistic	OI	3.80	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.b	Investigative	OI	5.76	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.c	Artistic	OI	1.69	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.d	Social	OI	1.53	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.e	Enterprising	OI	1.57	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.f	Conventional	OI	5.67	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1253.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.a	Realistic	OI	2.98	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.b	Investigative	OI	5.01	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.c	Artistic	OI	3.13	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.d	Social	OI	2.22	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.e	Enterprising	OI	2.96	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.f	Conventional	OI	5.03	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
15-1254.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.a	Realistic	OI	2.59	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.b	Investigative	OI	4.88	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.c	Artistic	OI	4.48	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.d	Social	OI	2.20	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.e	Enterprising	OI	3.13	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.f	Conventional	OI	4.40	02/2026	Machine Learning/Expert
15-1255.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
