"Area","AreaName","StateAb","State","CountyTownName"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Des Moines County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Henry County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Iowa County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Jackson County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Jefferson County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Keokuk County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Lee County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Louisa County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Mahaska County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Marion County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Marshall County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Monroe County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Muscatine County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Poweshiek County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Tama County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Van Buren County"
"1900004","Southeast Iowa nonmetropolitan area","IA","Iowa","Wapello County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Collin County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Dallas County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Denton County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Ellis County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Hunt County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Johnson County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Kaufman County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Parker County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Rockwall County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Tarrant County"
"19100","Dallas-Fort Worth-Arlington, TX","TX","Texas","Wise County"
"19140","Dalton, GA","GA","Georgia","Murray County"
"19140","Dalton, GA","GA","Georgia","Whitfield County"
"19300","Daphne-Fairhope-Foley, AL","AL","Alabama","Baldwin County"
"19340","Davenport-Moline-Rock Island, IA-IL","IA","Iowa","Scott County"
"19340","Davenport-Moline-Rock Island, IA-IL","IL","Illinois","Henry County"
"19340","Davenport-Moline-Rock Island, IA-IL","IL","Illinois","Mercer County"
"19340","Davenport-Moline-Rock Island, IA-IL","IL","Illinois","Rock Island County"
"19430","Dayton-Kettering-Beavercreek, OH","OH","Ohio","Greene County"
"19430","Dayton-Kettering-Beavercreek, OH","OH","Ohio","Miami County"
"19430","Dayton-Kettering-Beavercreek, OH","OH","Ohio","Montgomery County"
"19460","Decatur, AL","AL","Alabama","Lawrence County"
"19460","Decatur, AL","AL","Alabama","Morgan County"
"19500","Decatur, IL","IL","Illinois","Macon County"
"19660","Deltona-Daytona Beach-Ormond Beach, FL","FL","Florida","Flagler County"
"19660","Deltona-Daytona Beach-Ormond Beach, FL","FL","Florida","Volusia County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Adams County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Arapahoe County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Broomfield County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Clear Creek County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Denver County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Douglas County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Elbert County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Gilpin County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Jefferson County"
"19740","Denver-Aurora-Centennial, CO","CO","Colorado","Park County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Dallas County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Guthrie County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Jasper County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Madison County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Polk County"
"19780","Des Moines-West Des Moines, IA","IA","Iowa","Warren County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","Lapeer County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","Livingston County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","Macomb County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","Oakland County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","St. Clair County"
"19820","Detroit-Warren-Dearborn, MI","MI","Michigan","Wayne County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Allen County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Anderson County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Atchison County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Barber County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Barton County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Bourbon County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Brown County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Chase County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Chautauqua County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Cheyenne County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Clark County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Clay County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Cloud County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Coffey County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Comanche County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Cowley County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Crawford County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Decatur County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Dickinson County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Edwards County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Elk County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Ellis County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Ellsworth County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Finney County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Ford County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Franklin County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Gove County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Graham County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Grant County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Gray County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Greeley County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Greenwood County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Hamilton County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Harper County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Haskell County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Hodgeman County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Jewell County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Kearny County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Kingman County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Kiowa County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Labette County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Lane County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Lincoln County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Logan County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Lyon County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Marion County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Marshall County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","McPherson County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Meade County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Mitchell County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Montgomery County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Morris County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Morton County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Nemaha County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Neosho County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Ness County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Norton County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Osborne County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Ottawa County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Pawnee County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Phillips County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Pratt County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Rawlins County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Reno County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Republic County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Rice County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Rooks County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Rush County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Russell County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Saline County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Scott County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Seward County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Sheridan County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Sherman County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Smith County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Stafford County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Stanton County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Stevens County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Thomas County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Trego County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Wallace County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Washington County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Wichita County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Wilson County"
"2000006","Kansas nonmetropolitan area","KS","Kansas","Woodson County"
"200006","Alaska nonmetropolitan area","AK","Alaska","Aleutians East Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Aleutians West Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Bethel Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Bristol Bay Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Chugach Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Copper River Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Denali Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Dillingham Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Haines Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Hoonah-Angoon Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Juneau City and Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Kenai Peninsula Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Ketchikan Gateway Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Kodiak Island Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Kusilvak Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Lake and Peninsula Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Nome Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","North Slope Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Northwest Arctic Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Petersburg Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Prince of Wales-Hyder Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Sitka City and Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Skagway Municipality"
"200006","Alaska nonmetropolitan area","AK","Alaska","Southeast Fairbanks Census Area"
"200006","Alaska nonmetropolitan area","AK","Alaska","Wrangell City and Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Yakutat City and Borough"
"200006","Alaska nonmetropolitan area","AK","Alaska","Yukon-Koyukuk Census Area"
"20020","Dothan, AL","AL","Alabama","Geneva County"
"20020","Dothan, AL","AL","Alabama","Henry County"
"20020","Dothan, AL","AL","Alabama","Houston County"
"20100","Dover, DE","DE","Delaware","Kent County"
"20220","Dubuque, IA","IA","Iowa","Dubuque County"
"20260","Duluth, MN-WI","MN","Minnesota","Carlton County"
"20260","Duluth, MN-WI","MN","Minnesota","St. Louis County"
"20260","Duluth, MN-WI","WI","Wisconsin","Douglas County"
"20500","Durham-Chapel Hill, NC","NC","North Carolina","Chatham County"
"20500","Durham-Chapel Hill, NC","NC","North Carolina","Durham County"
"20500","Durham-Chapel Hill, NC","NC","North Carolina","Orange County"
"20500","Durham-Chapel Hill, NC","NC","North Carolina","Person County"
"20580","Eagle Pass, TX","TX","Texas","Maverick County"
"20740","Eau Claire, WI","WI","Wisconsin","Chippewa County"
"20740","Eau Claire, WI","WI","Wisconsin","Eau Claire County"
"20940","El Centro, CA","CA","California","Imperial County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Breckinridge County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Caldwell County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Calloway County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Crittenden County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Fulton County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Graves County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Grayson County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Hancock County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Henderson County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Hickman County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Hopkins County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Lyon County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Marshall County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Muhlenberg County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Ohio County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Todd County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Union County"
"2100001","West Kentucky nonmetropolitan area","KY","Kentucky","Webster County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Adair County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Barren County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Casey County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Clinton County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Cumberland County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Green County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Hart County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Knox County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Laurel County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Logan County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Marion County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","McCreary County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Metcalfe County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Monroe County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Pulaski County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Russell County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Simpson County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Taylor County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Wayne County"
"2100002","South Central Kentucky nonmetropolitan area","KY","Kentucky","Whitley County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Anderson County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Bath County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Boyle County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Carroll County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Estill County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Fleming County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Franklin County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Garrard County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Harrison County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Lewis County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Lincoln County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Madison County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Mason County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Menifee County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Mercer County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Montgomery County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Nicholas County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Owen County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Powell County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Robertson County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Rockcastle County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Rowan County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Trimble County"
"2100003","Central Kentucky nonmetropolitan area","KY","Kentucky","Washington County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Bell County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Breathitt County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Clay County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Elliott County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Floyd County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Harlan County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Jackson County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Johnson County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Knott County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Lee County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Leslie County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Letcher County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Magoffin County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Martin County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Morgan County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Owsley County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Perry County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Pike County"
"2100004","East Kentucky nonmetropolitan area","KY","Kentucky","Wolfe County"
"21060","Elizabethtown, KY","KY","Kentucky","Hardin County"
"21060","Elizabethtown, KY","KY","Kentucky","Larue County"
"21140","Elkhart-Goshen, IN","IN","Indiana","Elkhart County"
"21300","Elmira, NY","NY","New York","Chemung County"
"21340","El Paso, TX","TX","Texas","El Paso County"
"21340","El Paso, TX","TX","Texas","Hudspeth County"
"21420","Enid, OK","OK","Oklahoma","Garfield County"
"21500","Erie, PA","PA","Pennsylvania","Erie County"
"21660","Eugene-Springfield, OR","OR","Oregon","Lane County"
"21780","Evansville, IN","IN","Indiana","Posey County"
"21780","Evansville, IN","IN","Indiana","Vanderburgh County"
"21780","Evansville, IN","IN","Indiana","Warrick County"
"21820","Fairbanks-College, AK","AK","Alaska","Fairbanks North Star Borough"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Allen Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Avoyelles Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Beauregard Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Evangeline Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","LaSalle Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Natchitoches Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Red River Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Sabine Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Vernon Parish"
"2200002","Central Louisiana nonmetropolitan area","LA","Louisiana","Winn Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Bienville Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Caldwell Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Catahoula Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Claiborne Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Concordia Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","East Carroll Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Franklin Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Jackson Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Lincoln Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Madison Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Tensas Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","Webster Parish"
"2200003","Northeast Louisiana nonmetropolitan area","LA","Louisiana","West Carroll Parish"
"2200006","Southwest Louisiana nonmetropolitan area","LA","Louisiana","Iberia Parish"
"2200006","Southwest Louisiana nonmetropolitan area","LA","Louisiana","St. Landry Parish"
"2200006","Southwest Louisiana nonmetropolitan area","LA","Louisiana","St. Mary Parish"
"2200006","Southwest Louisiana nonmetropolitan area","LA","Louisiana","Washington Parish"
"22020","Fargo, ND-MN","MN","Minnesota","Clay County"
"22020","Fargo, ND-MN","ND","North Dakota","Cass County"
"22140","Farmington, NM","NM","New Mexico","San Juan County"
"22180","Fayetteville, NC","NC","North Carolina","Cumberland County"
"22180","Fayetteville, NC","NC","North Carolina","Hoke County"
"22220","Fayetteville-Springdale-Rogers, AR","AR","Arkansas","Benton County"
"22220","Fayetteville-Springdale-Rogers, AR","AR","Arkansas","Madison County"
"22220","Fayetteville-Springdale-Rogers, AR","AR","Arkansas","Washington County"
"22380","Flagstaff, AZ","AZ","Arizona","Coconino County"
"22420","Flint, MI","MI","Michigan","Genesee County"
"22500","Florence, SC","SC","South Carolina","Darlington County"
"22500","Florence, SC","SC","South Carolina","Florence County"
"22520","Florence-Muscle Shoals, AL","AL","Alabama","Colbert County"
"22520","Florence-Muscle Shoals, AL","AL","Alabama","Lauderdale County"
"22540","Fond du Lac, WI","WI","Wisconsin","Fond du Lac County"
"22660","Fort Collins-Loveland, CO","CO","Colorado","Larimer County"
"22900","Fort Smith, AR-OK","AR","Arkansas","Crawford County"
"22900","Fort Smith, AR-OK","AR","Arkansas","Sebastian County"
"22900","Fort Smith, AR-OK","OK","Oklahoma","Sequoyah County"
"2300001","Northeast Maine nonmetropolitan area","ME","Maine","Aroostook County"
"2300001","Northeast Maine nonmetropolitan area","ME","Maine","Hancock County"
"2300001","Northeast Maine nonmetropolitan area","ME","Maine","Piscataquis County"
"2300001","Northeast Maine nonmetropolitan area","ME","Maine","Washington County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Franklin County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Kennebec County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Knox County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Lincoln County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Oxford County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Somerset County"
"2300002","Southwest Maine nonmetropolitan area","ME","Maine","Waldo County"
"23060","Fort Wayne, IN","IN","Indiana","Allen County"
"23060","Fort Wayne, IN","IN","Indiana","Wells County"
"23060","Fort Wayne, IN","IN","Indiana","Whitley County"
"23420","Fresno, CA","CA","California","Fresno County"
"23420","Fresno, CA","CA","California","Madera County"
"23460","Gadsden, AL","AL","Alabama","Etowah County"
"23540","Gainesville, FL","FL","Florida","Alachua County"
"23540","Gainesville, FL","FL","Florida","Gilchrist County"
"23540","Gainesville, FL","FL","Florida","Levy County"
"23580","Gainesville, GA","GA","Georgia","Hall County"
"23900","Gettysburg, PA","PA","Pennsylvania","Adams County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Allegany County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Caroline County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Dorchester County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Garrett County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Kent County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Talbot County"
"2400006","Maryland nonmetropolitan area","MD","Maryland","Worcester County"
"24020","Glens Falls, NY","NY","New York","Warren County"
"24020","Glens Falls, NY","NY","New York","Washington County"
"24140","Goldsboro, NC","NC","North Carolina","Wayne County"
"24220","Grand Forks, ND-MN","MN","Minnesota","Polk County"
"24220","Grand Forks, ND-MN","ND","North Dakota","Grand Forks County"
"24260","Grand Island, NE","NE","Nebraska","Hall County"
"24260","Grand Island, NE","NE","Nebraska","Howard County"
"24260","Grand Island, NE","NE","Nebraska","Merrick County"
"24300","Grand Junction, CO","CO","Colorado","Mesa County"
"24340","Grand Rapids-Wyoming-Kentwood, MI","MI","Michigan","Barry County"
"24340","Grand Rapids-Wyoming-Kentwood, MI","MI","Michigan","Ionia County"
"24340","Grand Rapids-Wyoming-Kentwood, MI","MI","Michigan","Kent County"
"24340","Grand Rapids-Wyoming-Kentwood, MI","MI","Michigan","Montcalm County"
"24340","Grand Rapids-Wyoming-Kentwood, MI","MI","Michigan","Ottawa County"
"24420","Grants Pass, OR","OR","Oregon","Josephine County"
"24500","Great Falls, MT","MT","Montana","Cascade County"
"24540","Greeley, CO","CO","Colorado","Weld County"
"24580","Green Bay, WI","WI","Wisconsin","Brown County"
"24580","Green Bay, WI","WI","Wisconsin","Kewaunee County"
"24580","Green Bay, WI","WI","Wisconsin","Oconto County"
"24660","Greensboro-High Point, NC","NC","North Carolina","Guilford County"
"24660","Greensboro-High Point, NC","NC","North Carolina","Randolph County"
"24660","Greensboro-High Point, NC","NC","North Carolina","Rockingham County"
"24780","Greenville, NC","NC","North Carolina","Pitt County"
"24860","Greenville-Anderson-Greer, SC","SC","South Carolina","Anderson County"
"24860","Greenville-Anderson-Greer, SC","SC","South Carolina","Greenville County"
"24860","Greenville-Anderson-Greer, SC","SC","South Carolina","Laurens County"
"24860","Greenville-Anderson-Greer, SC","SC","South Carolina","Pickens County"
"2500001","Massachusetts nonmetropolitan area","MA","Massachusetts","Dukes County"
"2500001","Massachusetts nonmetropolitan area","MA","Massachusetts","Franklin County"
"2500001","Massachusetts nonmetropolitan area","MA","Massachusetts","Nantucket County"
"25020","Guayama, PR","PR","Puerto Rico","Arroyo Municipio"
